authors,title,source,type,keywords,abstract,times)cited,PY,VL,IS,BP,EP,DI
"Jaklic, T; Juvancic, L; Kavcic, S; Debeljak, M",Complementarity of socio-economic and emergy evaluation of agricultural production systems: The case of Slovenian dairy sector,ECOLOGICAL ECONOMICS,Article,Agriculture; Sustainability; Multiple-criteria analysis; Emergy,"Agriculture is a complex system in which the economic principles of production are directly intertwined with its biological and ecological characteristics. The paper investigates synergetic potentials of multiple:criteria and multiple-perspective evaluation of agricultural activity through a study of the dairy sector in Slovenia. Socioeconomic and emergy evaluation was performed on nine farm types, formulated to represent the diversity of the country's dairy sector. The results indicate larger discrepancies in the performance of the farm types when defined by socio-economic or emergy based indicators. Standard socio-economic evaluation favours larger conventional systems that are cost efficient and financially independent. Emergy analysis however, favours less productive organic farms, which show greater ability to exploit free local resources and produce less stress on the local environment. Socio-economic and emergy indicators show that small conventional farm types are the poorest performers overall. Analysis of emergy flows reveals for all farm types a high dependency on the wider socio-economic system, suggesting that within the current economic system agriculture itself has little ability to affect its sustainability. The paper suggests a complementarity in the evaluation approaches. Their joint application can improve the quality of the decision-making process in various stages of planning in agriculture and land use. (C) 2014 Published by Elsevier B.V.",0,2014,107,,469,481,10.1016/j.ecolecon.2014.09.024
"Patten, MM",Meiotic drive influences the outcome of sexually antagonistic selection at a linked locus,JOURNAL OF EVOLUTIONARY BIOLOGY,Article,genetic conflict; genome architecture; meiotic drive; sexual antagonism,"Most meiotic drivers, such as the t-haplotype in Mus and the segregation distorter (SD) in Drosophila, act in a sex-specific manner, gaining a transmission advantage through one sex although suffering only the fitness costs associated with the driver in the other. Their inheritance is thus more likely through one of the two sexes, a property they share with sexually antagonistic alleles. Previous theory has shown that pairs of linked loci segregating for sexually antagonistic alleles are more likely to remain polymorphic and that linkage disequilibrium accrues between them. I probe this similarity between drive and sexual antagonism and examine the evolution of chromosomes experiencing these selection pressures simultaneously. Reminiscent of previous theory, I find that: the opportunity for polymorphism increases for a sexually antagonistic locus that is physically linked to a driving locus; the opportunity for polymorphism at a driving locus also increases when linked to a sexually antagonistic locus; and stable linkage disequilibrium accompanies any polymorphic equilibrium. Additionally, I find that drive at a linked locus favours the fixation of sexually antagonistic alleles that benefit the sex in which drive occurs. Further, I show that under certain conditions reduced recombination between these two loci is selectively favoured. These theoretical results provide clear, testable predictions about the nature of sexually antagonistic variation on driving chromosomes and have implications for the evolution of genomic architecture.",2,2014,27,11,2360,2370,10.1111/jeb.12493
"Dmitriew, C; Blanckenhorn, WU",Condition dependence and the maintenance of genetic variance in a sexually dimorphic black scavenger fly,JOURNAL OF EVOLUTIONARY BIOLOGY,Article,development time; genetic differentiation; genic capture; genotype by environment interactions; secondary sexual traits; Sepsis punctum; sexual dimorphism; sexual selection; size allometry,"The maintenance of genetic variation in traits under strong sexual selection is a longstanding problem in evolutionary biology. The genic capture model proposes that this problem can be explained by the evolution of condition dependence in exaggerated male traits. We tested the predictions that condition dependence should be more pronounced in male sexual traits and that genetic variance in expression of these traits should increase under stress as among-genotype variation in overall condition is exposed. Genetic variance in female and nonsexual traits should, by contrast, be similar across environments as a result of stabilizing selection on trait expression. The relationship between the degree of sexual dimorphism, condition dependence and additive genetic variance (V-a) was assessed for two morphological traits (body size and relative fore femur width) affecting male mating success in the black scavenger fly Sepsis punctum (Diptera: Sepsidae) and for development time (a nonsexual trait often correlated with body size). We compared trait expression between the sexes for two cross-continental populations that differ in degree of sexual dimorphism (Ottawa and Zurich). Condition dependence was indeed most pronounced in males of the strongly dimorphic Zurich population (males larger), and V-a was similar for males and females unless the trait was strongly sex specific and condition dependent. Contrary to prediction, however, V-a primarily increased under food limitation in both sexes, and genetic variance in fore femur width was low to nil, perhaps depleted by putatively strong sexual selection. Solely for body size of Zurich males, V-a increased more in males than females at limited food, in accordance with the predictions of the genic capture model. Overall therefore, quantitative genetic evidence in support of the model was inconsistent and weak at best.",0,2014,27,11,2408,2419,10.1111/jeb.12488
"Laurance, WF; Andrade, AS; Magrach, A; Camargo, JLC; Campbell, M; Fearnside, PM; Edwards, W; Valsko, JJ; Lovejoy, TE; Laurance, SG",Apparent environmental synergism drives the dynamics of Amazonian forest fragments,ECOLOGY,Article,Amazon; biomass; carbon storage; CO2 fertilization; environmental synergism; forest dynamics; global change; habitat fragmentation; lianas; tree mortality; tree recruitment; woody vines,"Many contemporary ecosystems are likely to be affected by multiple environmental drivers, complicating efforts to predict future changes in those ecosystems. We studied long-term changes (1980-2012) in forest dynamics and liana (woody vine) abundance and biomass in fragmented and intact forests of the central Amazon. We did so by contrasting trends in 33 permanent 1-ha plots near forest edges (plot center <100 m from the nearest edge) with those in 36 1-ha plots in intact-forest interiors (150-3300 m from nearest edge). In fragmented and edge-affected forests, rates of tree (>= 10 cm diameter at breast height) mortality and recruitment were often sharply elevated, especially in the first 10-15 years after fragmentation. Lianas (>2 cm stem diameter) also increased markedly in abundance (mean 6 SD = 1.78 +/- 1.23% per yr) and biomass (1.30 +/- 1.39% per yr) over time, especially in plots with high edge-related tree mortality. However, plots in undisturbed forest interiors, which were originally established as experimental controls, also experienced long-term changes. In these plots, tree mortality and recruitment rose significantly over time, as did liana abundance (1.00 +/- 0.88% per yr) and biomass (0.32 +/- 1.37% per yr). These changes were smaller in magnitude than those in fragments but were nonetheless concerted in nature and highly statistically significant. The causes of these changes in forest interiors are unknown, but are broadly consistent with those expected from rising atmospheric CO2 or regional climate drivers that influence forest dynamics. Hence, the dynamics of Amazonian forest fragments cannot be understood simply as a consequence of forest fragmentation. Rather, the changes we observed appear to arise from an interaction of fragmentation with one or more global-or regional-scale drivers affecting forest dynamics. Both sets of phenomena are evidently increasing forest dynamics and liana abundances in fragmented forests, changes that could reduce carbon storage and alter many aspects of forest ecology.",1,2014,95,11,3018,3026,
"Ballhorn, DJ; Godschalx, AL; Smart, SM; Kautz, S; Schadler, M",Chemical defense lowers plant competitiveness,OECOLOGIA,Article,Cyanogenesis; Herbivory; Growth-differentiation balance hypothesis; Lima bean; Tradeoff,"Both plant competition and plant defense affect biodiversity and food web dynamics and are central themes in ecology research. The evolutionary pressures determining plant allocation toward defense or competition are not well understood. According to the growth-differentiation balance hypothesis (GDB), the relative importance of herbivory and competition have led to the evolution of plant allocation patterns, with herbivore pressure leading to increased differentiated tissues (defensive traits), and competition pressure leading to resource investment towards cellular division and elongation (growth-related traits). Here, we tested the GDB hypothesis by assessing the competitive response of lima bean (Phaseolus lunatus) plants with quantitatively different levels of cyanogenesis-a constitutive direct, nitrogen-based defense against herbivores. We used high (HC) and low cyanogenic (LC) genotypes in different competition treatments (intra-genotypic, inter-genotypic, interspecific), and in the presence or absence of insect herbivores (Mexican bean beetle, Epilachna varivestis) to quantify vegetative and generative plant parameters (above and belowground biomass as well as seed production). Highly defended HC-plants had significantly lower aboveground biomass and seed production than LC-plants when grown in the absence of herbivores implying significant intrinsic costs of plant cyanogenesis. However, the reduced performance of HC- compared to LC-plants was mitigated in the presence of herbivores. The two plant genotypes exhibited fundamentally different responses to various stresses (competition, herbivory). Our study supports the GDB hypothesis by demonstrating that competition and herbivory affect different plant genotypes differentially and contributes to understanding the causes of variation in defense within a single plant species.",0,2014,176,3,811,824,10.1007/s00442-014-3036-1
"Cubaynes, S; MacNulty, DR; Stahler, DR; Quimby, KA; Smith, DW; Coulson, T",Density-dependent intraspecific aggression regulates survival in northern Yellowstone wolves (Canis lupus),JOURNAL OF ANIMAL ECOLOGY,Article,Capture-recapture; density dependence; food availability; intraspecific competition; population regulation; top-predator; vital rate,"Understanding the population dynamics of top-predators is essential to assess their impact on ecosystems and to guide their management. Key to this understanding is identifying the mechanisms regulating vital rates. Determining the influence of density on survival is necessary to understand the extent to which human-caused mortality is compensatory or additive. In wolves (Canis lupus), empirical evidence for density-dependent survival is lacking. Dispersal is considered the principal way in which wolves adjust their numbers to prey supply or compensate for human exploitation. However, studies to date have primarily focused on exploited wolf populations, in which density-dependent mechanisms are likely weak due to artificially low wolf densities. Using 13years of data on 280 collared wolves in Yellowstone National Park, we assessed the effect of wolf density, prey abundance and population structure, as well as winter severity, on age-specific survival in two areas (prey-rich vs. prey-poor) of the national park. We further analysed cause-specific mortality and explored the factors driving intraspecific aggression in the prey-rich northern area of the park. Overall, survival rates decreased during the study. In northern Yellowstone, density dependence regulated adult survival through an increase in intraspecific aggression, independent of prey availability. In the interior of the park, adult survival was less variable and density-independent, despite reduced prey availability. There was no effect of prey population structure in northern Yellowstone, or of winter severity in either area. Survival was similar among yearlings and adults, but lower for adults older than 6years. Our results indicate that density-dependent intraspecific aggression is a major driver of adult wolf survival in northern Yellowstone, suggesting intrinsic density-dependent mechanisms have the potential to regulate wolf populations at high ungulate densities. When low prey availability or high removal rates maintain wolves at lower densities, limited inter-pack interactions may prevent density-dependent survival, consistent with our findings in the interior of the park.",3,2014,83,6,1344,1356,10.1111/1365-2656.12238
"Prill, N; Bullock, JM; van Dam, NM; Leimu, R",Loss of heterosis and family-dependent inbreeding depression in plant performance and resistance against multiple herbivores under drought stress,JOURNAL OF ECOLOGY,Article,environment dependence; evolutionary ecology; habitat fragmentation; outbreeding depression; plant defence; plant-herbivore interactions; secondary metabolites,"Inbreeding depression (ID), outbreeding depression (OD) and heterosis can occur concurrently in plant populations. ID often increases under environmental stress, but the combined effects of inbreeding, outbreeding between populations and environmental stress, such as drought, on plant performance and herbivore resistance remain unclear. In order to determine environment-dependent and family-dependent ID, OD and heterosis, we conducted a common garden experiment with plants from five populations of Brassica nigra. Inbred, within-population outbred and between-population outbred plant families were exposed to drought or ambient water levels. We recorded the abundance and damage caused by specialist herbivores from contrasting feeding guilds, that is the phloem-feeding Brevicoryne brassicae, the leaf-chewing Psylliodes chrysocephalus and the stem-boring Ceutorhynchus quadridens larvae. Drought stress had negative effects on growth, herbivore resistance and resistance against B.brassicae and positive effects on investments in reproductive output and plant secondary metabolites (sinigrin). We found drought stress-induced loss of heterosis for plant height and investment in reproductive output. Between-population outbred plants were more sensitive to drought stress in terms of above-ground biomass compared to within-population outbred plants. Drought and inbreeding synergistically negatively influenced traits related to growth and reproductive output (environment-dependent inbreeding depression, EDID). There was high variation among families within populations in the degree of ID and EDID. Genetic variation in EDID could buffer the negative effects of genetic stress associated with habitat fragmentation and concurrent environmental stress. In order to capture fully the effects of both inbreeding and between-population outbreeding under stress, the different spatial scales of the effects of inbreeding and between-population outbreeding should be taken into account.Synthesis. Our results indicate that drought stress influences not only inbreeding depression (ID), but also heterosis. These findings shed new light on the combined effects of anthropogenic environmental change and the genetic consequences of habitat fragmentation on plants and their interactions with other organisms. Conservation programmes aiming to restore genetically degraded populations with the translocation of individuals between populations should consider environmental stress as a risk factor.",0,2014,102,6,1497,1505,10.1111/1365-2745.12327
"Fraser, MW; Kendrick, GA; Statton, J; Hovey, RK; Zavala-Perez, A; Walker, DI",Extreme climate events lower resilience of foundation seagrass at edge of biogeographical range,JOURNAL OF ECOLOGY,Article,aquatic plant ecology; climate change; flooding; foundation species; light availability; resilience; synergistic stressors; temperature; thermal tolerance; world heritage site,"Extreme climatic events will dictate the response of ecosystems to climate change, yet are understudied in marine ecosystems. The interaction of stressors from such events has the potential to amplify negative impacts and drive ecosystems into alternate states. Here, we show a drastic response of a temperate seagrass species (Amphibolis antarctica) in Shark Bay - a World Heritage Site in Western Australia at a temperate-tropical transition zone - to two stressors driven by concurrent extreme climatic events: a marine heatwave (Ningaloo Nina) and the Gascoyne floods that impacted the west coast of Australia in the austral summer of 2010-2011. Widespread defoliation (leaf loss) of A.antarctica was observed in the months following the extreme events and was highest at sites affected by flooding (Wooramel River floods). We propose that the negative impact was magnified by the synergistic interactions both stressors had on the carbon balance of the plant. The elevated temperatures increased plant demand for carbon, which could not be met through photosynthesis due to turbid floodwaters reducing light availability, resulting in the plant having a negative carbon balance. Two years following the extreme events, recovery of leaf biomass was evident, though still 7-20% of historical averages. In contrast, below-ground biomass decreased by an order of magnitude in the two years following the events. As below-ground reserves underpin the tolerance of large seagrass species like A.antarctica to disturbances, the declining trajectory of below-ground biomass will likely manifest as a loss of resilience in A. antarctica to future disturbances.Synthesis. Given the ecological importance of Amphibolis antarctica in Shark Bay as a foundation species - accounting for 85% (3700km(2)) of the cover of seagrasses in Shark Bay - predicted increases in the frequency and magnitude of similar climatic events could have catastrophic implications for the future of this World Heritage embayment. Where extreme climatic events overlap and cause multiple, synergistic stressors to plant communities, ecological responses are likely to be more extreme, particularly in ecosystems where foundation species exist near upper thermal tolerance limits.",0,2014,102,6,1528,1536,10.1111/1365-2745.12300
"Kamya, PZ; Dworjanyn, SA; Hardy, N; Mos, B; Uthicke, S; Byrne, M","Larvae of the coral eating crown-of-thorns starfish, Acanthaster planci in a warmer-high CO2 ocean",GLOBAL CHANGE BIOLOGY,Review,coral reefs; COTS; larvae; ocean acidification; ocean warming,"Outbreaks of crown-of-thorns starfish (COTS), Acanthaster planci, contribute to major declines of coral reef ecosystems throughout the Indo-Pacific. As the oceans warm and decrease in pH due to increased anthropogenic CO2 production(,) coral reefs are also susceptible to bleaching, disease and reduced calcification. The impacts of ocean acidification and warming may be exacerbated by COTS predation, but it is not known how this major predator will fare in a changing ocean. Because larval success is a key driver of population outbreaks, we investigated the sensitivities of larval A. planci to increased temperature (2-4 degrees C above ambient) and acidification (0.3-0.5 pH units below ambient) in flow-through cross-factorial experiments (3 temperaturex3 pH/pCO(2) levels). There was no effect of increased temperature or acidification on fertilization or very early development. Larvae reared in the optimal temperature (28 degrees C) were the largest across all pH treatments. Development to advanced larva was negatively affected by the high temperature treatment (30 degrees C) and by both experimental pH levels (pH 7.6, 7.8). Thus, planktonic life stages of A. planci may be negatively impacted by near-future global change. Increased temperature and reduced pH had an additive negative effect on reducing larval size. The 30 degrees C treatment exceeded larval tolerance regardless of pH. As 30 degrees C sea surface temperatures may become the norm in low latitude tropical regions, poleward migration of A. planci may be expected as they follow optimal isotherms. In the absence of acclimation or adaptation, declines in low latitude populations may occur. Poleward migration will be facilitated by strong western boundary currents, with possible negative flow-on effects on high latitude coral reefs. The contrasting responses of the larvae of A. planci and those of its coral prey to ocean acidification and warming are considered in context with potential future change in tropical reef ecosystems.",1,2014,20,11,3365,3376,10.1111/gcb.12530
"Williamson, CJ; Najorka, J; Perkins, R; Yallop, ML; Brodie, J",Skeletal mineralogy of geniculate corallines: providing context for climate change and ocean acidification research,MARINE ECOLOGY PROGRESS SERIES,Article,Corallina officinalis; Ellisolandia elongata; Corallina caespitosa; Climate change; Ocean acidification; Mg/Ca ratio; Skeletal mineralogy,"Marine species depositing high-magnesium (Mg) calcite (>8% MgCO3) are projected to be among the first to show response to the impacts of climate change, i.e. increased sea surface temperature (SST) and ocean acidification (OA), given the increasing solubility of calcite in seawater with increasing Mg content. Temperature is a major driver of Mg incorporation into the skeletons of calcifying macroalgae, and thus climate change may induce deposition of more soluble calcite, exacerbating responses to OA. Assessment of the skeletal Mg content of 3 geniculate, calcifying species of the genera Corallina and Ellisolandia (Rhodophyta, Corallinales), C. officinalis, C. caespitosa and E. elongata, sampled during 2012-2013 in the UK intertidal, demonstrated the existence of seasonal cycles in skeletal Mg. Seasonal cycles in skeletal Mg were also observed for herbarium collections of the Natural History Museum (British Museum), London, sampled during the recent past (1850-2010). Comparative sampling across a northeastern Atlantic latitudinal transect (Iceland to northern Spain) indicated a decreasing Mg content with increasing latitude for present-day C. officinalis, and relationships between SST and Corallina Mg content (r(2) = 0.45-0.76) demonstrated the dominant influence of temperature on Corallina species skeletal mineralogy. Corallina and Ellisolandia species show lower absolute values of Mg content (0.11-0.16 mol% Mg/Ca), and smaller variation with change in SST (0.0028-0.0047 mol% Mg/Ca degrees C-1), than other temperate calcifying macroalgae studied to date. Over the period 1850-2010, no change in the magnitude of Mg incorporation by C. officinalis was detected in herbarium samples. However, the strong relationship between SST and Mg content indicates that projected increases in SST by 2100, which are far greater than temperature increases that occurred between 1850-2010, could have substantial impact on geniculate coralline algae skeletal mineralogy, and must be considered synergistically with the effects of OA.",0,2014,513,,71,84,10.3354/meps10929
"Alva-Basurto, JC; Arias-Gonzalez, JE",Modelling the effects of climate change on a Caribbean coral reef food web,ECOLOGICAL MODELLING,Article,Mesoamerican coral reef; Climate change; Increased sea temperature; Deoxygenation; Acidification; Trophic web dynamics,"Global climate change and local anthropogenic pressures are among the primary factors leading to the decline of functional biodiversity and critical habitats in coral reefs. Coral bleaching, the potential decreases in dissolved oxygen concentration (deoxygenation) and pH (acidification) in the oceans can induce severe changes in coral reef ecosystem biodiversity and functionality. The main objective of this study was to apply four Ecopath with Ecosim models of a Caribbean coral reef system to individually and collectively model the effects of coral bleaching on the trophic web, deoxygenation on fish, and acidification on calcifying organisms. These three sources of stress were used as forcing functions on several trophic groups depending on the model. The forcing functions were scaled according to the species' responses achieved in previously tested climate change marine models. For the bleaching model, a mediation function was also considered that represents the degree of coral reef protection on small and intermediate fish groups. The dynamic models were constructed from an extensive database of 171 reef fish species (abundance and biomass) and benthic communities from 13 coral reefs that were evenly distributed parallel to approximately 400 km of the Mexican Caribbean coast as well as fishery landings in this area. Simulations driven with these different forcing and mediation functions predicted different changes in the biomasses of fish and non-fish functional groups as well as the biomass of the functional groups of fished species. Coral bleaching and pH reduction caused a phase shift to a decrease in coral biomass and an increase in primary producer biomass. This shift produced a cascading decrease in the biomass of small and intermediate fish groups. Additionally, the fished functional group biomass increased with coral bleaching but decreased with the effects of decreased oxygen on fish and pH on calcifying organisms. The biomasses of certain macroinvertebrate functional groups were predicted to respond favourably to the combined effect of the sources of stress. However, when all the sources of stress were combined, we found a general decrease of biomass in fish, non-fish, and some commercially valuable fish and macroinvertebrate functional groups, suggesting that the combined effects of stress induced synergistic effects as a result of global climate change and overfishing, which can result in a potential loss of biodiversity and ecosystem services in coral reefs. (C) 2014 Elsevier B.V. All rights reserved.",1,2014,289,,1,14,10.1016/j.ecolmodel.2014.06.014
"Stojanovic, D; Webb, MH; Alderman, R; Porfirio, LL; Heinsohn, R",Discovery of a novel predator reveals extreme but highly variable mortality for an endangered migratory bird,DIVERSITY AND DISTRIBUTIONS,Article,Endangered parrot; forest; habitat loss; introduced predator; Lathamus discolor; migratory bird; Petaurus breviceps; sex-biased mortality; sugar glider; tree cavity,"Aim Introduced predators are a global driver of species decline, but their impact on highly mobile species is poorly understood. We report the severe impact of a previously undocumented introduced predator on the endangered, migratory swift parrot (Lathamus discolor). Sugar gliders (Petaurus breviceps), a supposedly benign introduced species, were detected acting as a major opportunistic predator of cavity-nesting birds. We assessed the intensity and geographical extent of sugar glider predation and investigated whether habitat loss exacerbated predation risk to swift parrots. Location Tasmania, Australia. Methods We monitored nests of swift parrots for 3 years with motion-activated cameras. We used bioclimatic modelling to predict the potential distribution of introduced sugar gliders across the study area and assessed the predation risk to swift parrots and other threatened birds in the region using nest-survival analysis. Results Daily survival of nests in areas where sugar gliders occurred was mean 0.97, which equated to a true likelihood of 0.17 for a nest to survive the 60-day nesting period. No nests failed on an offshore island where sugar gliders were shown to be absent. Most cases (83.3%) of glider predation resulted in the death of the adult female parrot. On the Tasmanian mainland, there was a positive relationship between nest survival and increasing mature forest cover at the landscape scale. Main conclusions Predation risk varied dramatically across the breeding range of swift parrots, depending on the presence of sugar gliders. Offshore islands are an important refuge for swift parrots because sugar gliders are absent. However, islands are vulnerable, and our bioclimatic model shows that they are bioclimatically suitable for sugar gliders. Synergistic interactions between predation and habitat loss combine with low breeding-site philopatry to expose swift parrots to dramatic variation in predation risk depending on nesting location.",3,2014,20,10,1200,1207,10.1111/ddi.12214
"Cartwright, SJ; Nicoll, MAC; Jones, CG; Tatayah, V; Norris, K",Agriculture modifies the seasonal decline of breeding success in a tropical wild bird population,JOURNAL OF APPLIED ECOLOGY,Article,anthropogenic habitat; coupled effect; model system; phenology; prey; raptor; reintroduced; reproduction; spatio-temporal synergy,"1. Habitat conversion for agriculture is a major driver of biodiversity loss, but our understanding of the demographic processes involved remains poor. We typically investigate the impacts of agriculture in isolation even though populations are likely to experience multiple, concurrent changes in the environment (e. g. land and climate change). Drivers of environmental change may interact to affect demography, but the mechanisms have yet to be explored fully in wild populations. 2. Here, we investigate the mechanisms linking agricultural land use with breeding success using long-term data for the formerly Critically Endangered Mauritius kestrel Falco punctatus, a tropical forest specialist that also occupies agricultural habitats. We specifically focused on the relationship between breeding success, agriculture and the timing of breeding because the latter is sensitive to changes in climatic conditions (spring rainfall) and enables us to explore the interactive effects of different (land and climate) drivers of environmental change. 3. Breeding success, measured as egg survival to fledging, declines seasonally in this population, but we found that the rate of this decline became increasingly rapid as the area of agriculture around a nest site increased. If the relationship between breeding success and agriculture was used in isolation to estimate the demographic impact of agriculture, it would significantly under-estimate breeding success in dry (early) springs and over-estimate breeding success in wet (late) springs. 4. Analysis of prey delivered to nests suggests that the relationship between breeding success and agriculture might be due, in part, to spatial variation in the availability of native, arboreal geckos. 5. Synthesis and applications. Agriculture modifies the seasonal decline in breeding success in this population. As springs are becoming wetter in our study area and since the kestrels breed later in wetter springs, the impact of agriculture on breeding success will become worse over time. Our results suggest that forest restoration designed to reduce the detrimental impacts of agriculture on breeding may also help reduce the detrimental effects of breeding late due to wetter springs. Our results therefore highlight the importance of considering the interactive effects of environmental change when managing wild populations.",0,2014,51,5,1387,1395,10.1111/1365-2664.12310
"Santora, JA; Schroeder, ID; Field, JC; Wells, BK; Sydeman, WJ",Spatio-temporal dynamics of ocean conditions and forage taxa reveal regional structuring of seabird-prey relationships,ECOLOGICAL APPLICATIONS,Article,anchovy; demographic response; ecosystem oceanography; forage fish; krill; management; preyscape; seabird reproduction; seascape; upwelling,"Studies of predator prey demographic responses and the physical drivers of such relationships are rare, yet essential for predicting future changes in the structure and dynamics of marine ecosystems. Here, we hypothesize that predator prey relationships vary spatially in association with underlying physical ocean conditions, leading to observable changes in demographic rates, such as reproduction. To test this hypothesis, we quantified spatio-temporal variability in hydrographic conditions, krill, and forage fish to model predator (seabird) demographic responses over 18 years (1990-2007). We used principal component analysis and spatial correlation maps to assess coherence among ocean conditions, krill, and forage fish, and generalized additive models to quantify interannual variability in seabird breeding success relative to prey abundance. The first principal component of four hydrographic measurements yielded an index that partitioned ""warm/weak upwelling"" and ""cool/strong upwelling"" years. Partitioning of krill and forage fish time series among shelf and oceanic regions yielded spatially explicit indicators of prey availability. Krill abundance within the oceanic region was remarkably consistent between years, whereas krill over the shelf showed marked interannual fluctuations in relation to ocean conditions. Anchovy abundance varied on the shelf, and was greater in years of strong stratification, weak upwelling and warmer temperatures. Spatio-temporal variability of juvenile forage fish co-varied strongly with each other and with krill, but was weakly correlated with hydrographic conditions. Demographic responses between seabirds and prey availability revealed spatially variable associations indicative of the dynamic nature of ""predator habitat"" relationships. Quantification of spatially explicit demographic responses, and their variability through time, demonstrate the possibility of delineating specific critical areas where the implementation of protective measures could maintain functions and productivity of central place foraging predators.",3,2014,24,7,1730,1747,
"Grass, I; Berens, DG; Farwig, N",Natural habitat loss and exotic plants reduce the functional diversity of flower visitors in a heterogeneous subtropical landscape,FUNCTIONAL ECOLOGY,Article,agricultural intensification; ecosystem functioning; ecosystem process; global change; plant invasion; plant reproduction; plant-pollinator interactions; specialization,"1. Functional diversity (FD) of pollinators can increase plant reproductive output and the stability of plant-pollinator communities. Yet, in times of world-wide pollinator declines, effects of global change on pollinator FD remain poorly understood. Loss of natural habitat and exotic plant invasions are two major drivers of global change that particularly threaten pollinator diversity. 2. In a subtropical South African landscape, we investigated changes in the FD of flower visitor assemblages on native and exotic plants along gradients of natural habitat loss and relative abundance of exotic plants. We used a data set of 1434 flower visitor individuals sampled on 131 focal plants and calculated the FD in three flower visitor traits that are strongly related to plant-flower visitor interactions and pollination processes: proboscis length, proboscis diameter and body length. 3. Multivariate FD of flower visitors decreased with both increasing natural habitat loss and relative exotic abundance. Importantly, changes in FD went beyond those in flower visitor richness. Furthermore, flower visitor richness was not related to either natural habitat loss or relative exotic abundance. Loss in multivariate FD seemed to be mediated by complementary reductions of FD in proboscis length with natural habitat loss and of FD in body length with both global change drivers. Correspondingly, we recorded lower abundances of long-tongued flower visitors with natural habitat loss and reduced variance in body size with both drivers. In contrast, FD in proboscis diameter was unaffected by either driver. All effects of the two global change drivers were non-interactive. 4. Our results show that both natural habitat loss and exotic plants negatively affect flower visitor FD, which may imperil pollination of specialized plant species in degraded habitats. In contrast, flower visitor richness may not cover all facets of flower visitor FD that are relevant to pollination processes. Distinct responses of visitor traits to the two drivers suggest limited options to infer relations of one trait to another. Finally, additive effects of natural habitat loss and exotic plant invasions highlight the need to consider multiple drivers of global change when investigating ecosystem processes at a community scale.",0,2014,28,5,1117,1126,10.1111/1365-2435.12285
"Trejo-Hernandez, A; Andrade-Dominguez, A; Hernandez, M; Encarnacion, S",Interspecies competition triggers virulence and mutability in Candida albicans-Pseudomonas aeruginosa mixed biofilms,ISME JOURNAL,Article,species interactions; mixed biofilm; virulence; antagonism; siderophores; iron,"Inter-kingdom and interspecies interactions are ubiquitous in nature and are important for the survival of species and ecological balance. The investigation of microbe-microbe interactions is essential for understanding the in vivo activities of commensal and pathogenic microorganisms. Candida albicans, a polymorphic fungus, and Pseudomonas aeruginosa, a Gram-negative bacterium, are two opportunistic pathogens that interact in various polymicrobial infections in humans. To determine how P. aeruginosa affects the physiology of C. albicans and vice versa, we compared the proteomes of each species in mixed biofilms versus single-species biofilms. In addition, extracellular proteins were analyzed. We observed that, in mixed biofilms, both species showed differential expression of virulence proteins, multidrug resistance-associated proteins, proteases and cell defense, stress and iron-regulated proteins. Furthermore, in mixed biofilms, both species displayed an increase in mutability compared with monospecific biofilms. This characteristic was correlated with the downregulation of enzymes conferring protection against DNA oxidation. In mixed biofilms, P. aeruginosa regulates its production of various molecules involved in quorum sensing and induces the production of virulence factors (pyoverdine, rhamnolipids and pyocyanin), which are major contributors to the ability of this bacterium to cause disease. Overall, our results indicate that interspecies competition between these opportunistic pathogens enhances the production of virulence factors and increases mutability and thus can alter the course of host-pathogen interactions in polymicrobial infections.",3,2014,8,10,1974,1988,10.1038/ismej.2014.53
"Palacios-Agundez, I; de Manuel, BF; Rodriguez-Loinaz, G; Pena, L; Ametzaga-Arregi, I; Alday, JG; Casado-Arzuaga, I; Madariaga, I; Arana, X; Onaindia, M",Integrating stakeholders' demands and scientific knowledge on ecosystem services in landscape planning,LANDSCAPE ECOLOGY,Article,Ecosystem services; Stakeholder participation; Spatial explicit indicators; Biodiversity; Carbon storage; Landscape multi-functionality; Forest sustainable management,"The conflict between conservation and timber production is shifting in regions such as Biscay (Basque Country, northern Spain) where planted forests are no longer profitable without public subsidies and environmentalist claim that public subsidies should be reoriented to the regeneration of natural forest. This paper develops an approach that integrates scientific knowledge and stakeholders' demands to provide decision-making guidelines for the development of new landscape planning strategies while considering ecosystem services. First, a participatory process was conducted to develop a community vision for the region's sustainable future considering the opportunities and constrains provided by the landscape and its ecosystems. In the participatory process forest management was considered an important driver for the region`s landscape development and forest multi-functionality was envisioned as a feasible attractive alternative. The participatory process identified a knowledge gap on the synergies and trade-offs between biodiversity and carbon storage and how these depend on different forest types. Second, to study the existing synergies and trade-offs between biodiversity and carbon storage and disentangle the identified knowledge gap, a GIS-based research was conducted based on spatially explicit indicators. Our spatial analysis results showed that natural forests' contribution to biodiversity and carbon storage is higher than that of the plantations with exotic species in the region. The results from the spatial analysis converged with those from the participatory process in the suitability of promoting, where possible and appropriate, natural forest ecosystems restoration. This iterative learning and decision making process is already showing its effectiveness for decision making, with concrete examples of how the results obtained with the applied approach are being included in planning and decision-making processes.",3,2014,29,8,1423,1433,10.1007/s10980-014-9994-1
